location,total_sqft,bath,balcony,bhk,price
Ramanjaneyanagar,1385.0,2.0,2.0,3,48.48
HSR Layout,1372.0,2.0,1.0,2,68.0
Magadi Road,1282.0,2.0,2.0,3,49.0
Mico Layout,5000.0,9.0,3.0,9,210.0
7th Block Jayanagar,3000.0,3.0,1.0,5,528.0
Kanakpura Road,1135.0,2.0,1.0,2,39.73
Whitefield,1768.0,3.0,2.0,3,101.0
Byatarayanapura,1325.0,2.0,1.0,3,90.0
Electronic City,1599.0,3.0,2.0,3,99.0
Whitefield,1500.0,3.0,1.0,3,61.95
2nd Phase JP Nagar,2610.0,3.0,0.0,3,499.0
Uttarahalli,1286.0,2.0,2.0,2,63.0
Kammanahalli,2845.0,5.0,1.0,5,140.0
Hennur Road,1317.5,2.0,0.0,2,63.77
Hebbal,3450.0,5.0,2.0,3,260.0
Munnekollal,1102.0,2.0,2.0,2,53.67
Yelahanka,1350.0,2.0,2.0,2,54.0
Banashankari,1200.0,2.0,2.0,3,42.0
Hosa Road,1300.0,6.0,0.0,6,145.0
Herohalli,1800.0,1.0,1.0,2,80.0
Chikkabanavar,950.0,2.0,1.0,2,40.0
Kanakpura Road,525.0,1.0,1.0,1,27.25
Attibele,656.0,2.0,1.0,2,25.0
Marathahalli,1780.0,4.0,3.0,4,175.0
3rd Block Hrbr Layout,1056.0,2.0,1.0,2,80.0
Bannerghatta Road,595.0,1.0,1.0,1,33.32
Ittamadu,1080.0,2.0,2.0,2,50.0
7th Phase JP Nagar,2225.0,3.0,1.0,3,160.0
Bommasandra,1126.0,2.0,1.0,2,28.15
Electronics City Phase 1,1490.0,3.0,1.0,3,84.0
HRBR Layout,2000.0,4.0,1.0,4,300.0
Sarjapur  Road,1550.0,3.0,3.0,3,100.0
Ashwini layout,1160.0,2.0,1.0,2,55.0
Whitefield,4144.0,4.0,3.0,4,315.0
Sarjapur  Road,2100.0,3.0,2.0,3,125.0
Vittasandra,1404.0,2.0,1.0,2,69.3
Sarjapur  Road,2230.0,4.0,3.0,4,225.0
Banashankari Stage III,1305.0,2.0,1.0,3,58.7
Marathahalli,1230.0,2.0,2.0,2,80.0
T.C PALYA,1200.0,2.0,0.0,2,65.0
Harlur,1460.0,3.0,1.0,3,73.0
Gottigere,967.0,2.0,3.0,2,45.0
Byatarayanapura,540.0,1.0,1.0,1,36.0
Hormavu,715.0,1.0,2.0,1,46.0
Whitefield,2500.0,3.0,2.0,3,313.0
Dooravani Nagar,1578.0,3.0,1.0,3,180.0
Mysore Road,1020.0,2.0,1.0,2,48.95
Jigani,1020.0,2.0,1.0,2,40.0
Koramangala,1253.0,2.0,1.0,2,102.0
JCR Layout,1180.0,2.0,2.0,2,42.0
Nehru Nagar,961.0,2.0,2.0,2,38.0
Kanakapura,1419.0,3.0,3.0,3,75.0
Harlur,1709.0,3.0,2.0,3,150.0
Papareddipalya,1600.0,2.0,0.0,2,115.0
Venkatapura,416.0,1.0,1.0,1,18.5
Sanjay nagar,1100.0,2.0,2.0,2,98.0
HSR Layout,1430.0,2.0,1.0,3,65.0
Sneha Colony,1260.0,2.0,2.0,2,45.0
RMV Extension,1630.0,3.0,2.0,3,85.0
Sarjapur  Road,1249.0,3.0,2.0,3,44.71
Kalena Agrahara,1450.0,2.0,3.0,3,85.0
Konanakunte,2791.0,3.0,1.0,3,223.0
Hosapalya,600.0,1.0,0.0,1,90.0
Ashwini layout,834.0,1.0,1.0,1,60.0
Doddagubbi,1125.0,4.0,1.0,3,70.0
Arekere,2060.0,3.0,2.0,3,140.0
Malleshwaram,12000.0,7.0,3.0,7,2200.0
Gottigere,891.0,2.0,1.0,2,25.0
Raja Rajeshwari Nagar,1133.0,2.0,1.0,2,49.07
Bisuvanahalli,1075.0,2.0,1.0,3,37.0
Sector 6 HSR Layout,3000.0,5.0,2.0,4,260.0
Brookefield,2440.0,5.0,2.0,4,425.0
Vidyaranyapura,1200.0,2.0,2.0,2,55.0
Thanisandra,1075.0,2.0,2.0,2,45.8
Kaggadasapura,1140.0,2.0,2.0,2,40.0
Margondanahalli,940.0,4.0,2.0,5,150.0
ITI Layout,2160.0,5.0,1.0,6,250.0
Raja Rajeshwari Nagar,1090.0,2.0,1.0,2,42.0
R.T. Nagar,1500.0,4.0,1.0,4,70.0
Whitefield,4104.0,4.0,2.0,4,360.0
Hebbal,1920.0,3.0,2.0,3,134.0
HRBR Layout,1374.0,2.0,2.0,2,95.0
Bannerghatta Road,1445.0,3.0,2.0,3,95.0
Kanakapura,711.0,1.0,1.0,1,36.0
Tumkur Road,1500.0,3.0,3.0,3,95.0
Whitefield,1720.0,3.0,3.0,3,100.0
Vasanthapura,1400.0,3.0,2.0,3,60.0
Kundalahalli,1030.0,2.0,2.0,2,49.0
Mysore Road,1200.0,2.0,1.0,2,85.0
Hosahalli,1375.0,3.0,2.0,3,70.0
Jalahalli,2250.0,3.0,2.0,3,160.0
Bellandur,1000.0,2.0,2.0,2,50.0
Jalahalli West,469.0,1.0,0.0,1,25.0
Marathahalli,3800.0,4.0,3.0,4,250.0
Kambipura,883.0,2.0,1.0,2,29.0
GM Palaya,1820.0,2.0,3.0,3,86.0
Singasandra,1440.0,2.0,3.0,3,65.0
near Ramanashree California resort,3600.0,4.0,1.0,6,160.0
Malleshwaram,2500.0,5.0,2.0,4,325.0
Mahadevpura,1225.0,2.0,2.0,2,48.0
"6th block banashankari 3rd stage, 100 feet ORR",4000.0,3.0,1.0,3,660.0
Chikkalasandra,875.0,2.0,3.0,2,52.8
Jalahalli East,750.0,1.0,2.0,1,40.0
6th Phase JP Nagar,1180.0,2.0,3.0,2,80.0
Haralur Road,1194.0,2.0,2.0,2,47.0
Hennur Road,1500.0,2.0,2.0,3,62.0
Poornapragna Housing Society Layout,1160.0,2.0,2.0,2,52.2
Hosakerehalli,2378.0,3.0,1.0,3,262.0
Sarjapur,1128.0,2.0,1.0,2,60.0
Hebbal,1500.0,3.0,1.0,3,150.0
Huskur,1220.0,2.0,1.0,3,35.23
Sarjapur  Road,1210.0,2.0,2.0,2,58.0
Kanakpura Road,1100.0,2.0,1.0,3,58.0
Bommasandra,1200.0,3.0,2.0,3,46.0
Nagondanahalli,1641.0,3.0,2.0,3,66.0
Horamavu Agara,1200.0,2.0,1.0,2,45.0
Raja Rajeshwari Nagar,1260.0,2.0,1.0,2,67.39
Mahadevpura,1720.0,3.0,3.0,3,78.0
Yelahanka,1132.5,2.0,0.0,2,48.13
Yelahanka,1210.0,2.0,1.0,2,45.98
Indira Nagar,2200.0,4.0,2.0,4,200.0
Bisuvanahalli,1075.0,2.0,1.0,3,45.0
Thanisandra,1702.0,3.0,2.0,3,130.0
Shanthala Nagar,1630.0,2.0,2.0,2,200.0
Raja Rajeshwari Nagar,1141.0,2.0,2.0,2,38.55
Shantiniketan Layout,2072.0,3.0,2.0,3,108.0
Herohalli,1200.0,2.0,0.0,3,70.0
Teachers Colony,1350.0,3.0,0.0,3,77.0
Bettahalsoor,4046.0,4.0,0.0,4,445.0
Srinivasa Nagar,1180.0,2.0,2.0,3,78.34
Yelahanka,35000.0,3.0,3.0,3,130.0
Langford Town,1355.0,2.0,2.0,2,115.0
Sulthangunta,600.0,1.0,0.0,1,50.0
Bannerghatta Road,1640.0,2.0,1.0,3,120.0
Byrathi Village,1200.0,5.0,0.0,5,100.0
Kodichikkanahalli,1190.0,2.0,2.0,3,57.0
OMBR Layout,2400.0,4.0,2.0,4,375.0
Marathahalli,1019.0,2.0,2.0,2,49.85
Ambedkar Colony,1875.0,3.0,2.0,3,165.0
Akshaya Nagar,1250.0,3.0,2.0,3,40.0
Brookefield,1200.0,3.0,2.0,3,140.0
Whitefield,1140.0,2.0,1.0,2,56.0
Lingadheeranahalli,1683.0,3.0,1.0,3,109.0
Hoodi,2118.0,4.0,2.0,4,111.0
Bannerghatta Road,1380.0,3.0,0.0,4,58.0
Varthur Road,1083.0,2.0,2.0,2,61.75
Anjappa Layout,600.0,2.0,1.0,2,55.0
Avalahalli,2300.0,3.0,3.0,3,120.0
Prakruthi Nagar,1240.0,2.0,2.0,2,60.0
Surabhi Layout,1750.0,3.0,1.0,3,120.0
Anjanapura,1500.0,3.0,1.0,3,139.0
Abbigere,985.0,2.0,1.0,2,40.39
Tindlu,1500.0,2.0,1.0,3,87.0
Electronic City,1125.0,2.0,1.0,2,32.49
Maruthi Sevanagar,950.0,2.0,1.0,2,44.0
Kothanur,1580.0,3.0,3.0,3,76.0
B Narayanapura,1092.0,2.0,1.0,3,98.5
Electronic City Phase II,1090.0,2.0,1.0,2,28.34
Hennur Road,2264.0,3.0,1.0,3,159.0
Dommasandra,1033.0,2.0,2.0,3,25.53
Kammasandra,810.0,2.0,2.0,2,24.5
Green Garden Layout,1045.0,2.0,0.0,2,45.0
Hebbal,1337.0,2.0,1.0,2,82.0
Chandapura,1200.0,2.0,2.0,2,32.0
Koramangala,1580.0,3.0,2.0,3,160.0
Begur Road,1500.0,2.0,3.0,3,54.0
Whitefield,1640.0,4.0,2.0,3,91.0
Silver Springs Layout,1570.0,3.0,2.0,3,62.0
Gubbalala,1470.0,2.0,2.0,3,82.0
Kengeri,1160.0,2.0,2.0,2,40.61
7th Phase JP Nagar,1050.0,2.0,1.0,2,71.0
Dairy Circle,1855.0,3.0,1.0,3,225.0
Bannerghatta Road,1460.0,2.0,1.0,3,90.0
Hulimavu,1823.0,3.0,2.0,3,100.0
Electronic City,1094.0,2.0,2.0,2,42.0
Budigere,1153.0,2.0,2.0,2,57.0
Hoysalanagar,1325.0,3.0,1.0,3,57.0
Parappana Agrahara,1200.0,3.0,2.0,4,85.0
Jakkur,1590.0,2.0,2.0,3,125.0
Jeevan bima nagar,1210.0,4.0,2.0,5,160.0
Raja Rajeshwari Nagar,1200.0,4.0,0.0,4,220.0
Narayana Nagar 1st Block,1202.0,2.0,1.0,2,48.0
Haralur Road,1202.0,2.0,1.0,2,53.0
KSRTC Layout,1200.0,2.0,3.0,2,62.5
Panathur,1688.0,3.0,1.0,3,118.0
Kaval Byrasandra,1020.0,2.0,1.0,2,52.0
Sarjapur,1185.0,2.0,2.0,2,47.0
Ramagondanahalli,1235.0,2.0,1.0,2,52.04
Hosakerehalli,3205.0,5.0,1.0,4,500.0
Banashankari,1077.0,2.0,2.0,2,37.64
Kengeri Satellite Town,1415.0,2.0,3.0,3,66.0
EPIP Zone,2330.0,3.0,2.0,3,162.0
Whitefield,805.0,2.0,2.0,2,35.0
P&T Colony,425.0,1.0,0.0,1,20.03
Whitefield,1155.0,2.0,3.0,2,59.95
Cunningham Road,5270.0,4.0,3.0,4,1250.0
Anekal,656.0,2.0,1.0,2,22.0
New Gurappana Palya,1100.0,2.0,0.0,2,48.0
Mahadevpura,1150.0,2.0,3.0,2,52.0
Chelekare,600.0,1.0,1.0,1,60.0
Ambedkar Colony,1468.0,2.0,1.0,2,140.0
Palanahalli,4300.0,5.0,2.0,4,550.0
Whitefield,2280.0,4.0,2.0,3,126.0
Hegde Nagar,1341.0,2.0,1.0,2,97.0
Jakkur,1279.0,2.0,1.0,2,77.0
Electronic City Phase II,2225.0,4.0,0.0,4,98.88
Thanisandra,1185.0,2.0,2.0,2,43.51
Vadarpalya,1750.0,3.0,2.0,3,85.0
Kudlu,1152.0,2.0,1.0,2,53.5
Shivanagar,1000.0,4.0,1.0,5,160.0
Hulimavu,1300.0,2.0,3.0,2,36.0
Varthur Road,2760.0,4.0,2.0,4,155.0
5th Phase JP Nagar,1070.0,2.0,2.0,2,39.0
Uttarahalli,1101.0,2.0,0.0,2,45.0
V.V Puram,775.0,2.0,1.0,2,55.0
Yeshwanthpur,667.0,1.0,1.0,1,36.85
Electronic City,1070.0,2.0,1.0,2,55.0
Old Airport Road,1875.0,2.0,2.0,3,110.0
Kundalahalli,735.0,2.0,1.0,2,57.99
Sarjapur,4360.0,4.0,1.0,5,90.0
Koramangala,1750.0,3.0,2.0,3,130.0
Marathahalli,1215.0,2.0,1.0,2,67.0
Sector 3 HSR Layout,600.0,9.0,3.0,9,190.0
Vishwapriya Layout,820.0,2.0,1.0,2,30.0
Banashankari Stage VI,1177.5,2.0,0.0,2,59.935
Battarahalli,1779.0,3.0,2.0,3,89.61
HMT Layout,1105.0,2.0,2.0,2,58.0
Whitefield,1650.0,3.0,2.0,3,60.0
Jalahalli,1694.0,2.0,2.0,2,150.0
Hosakerehalli,2376.0,3.0,1.0,3,203.0
Cox Town,1975.0,3.0,3.0,3,150.0
Kammasandra,674.0,2.0,1.0,2,33.0
Kaggadasapura,1185.0,2.0,1.0,2,41.0
 Thanisandra,445.0,1.0,0.0,1,28.0
HSR Layout,1475.0,3.0,2.0,3,75.0
Gottigere,1618.0,3.0,3.0,3,82.5
Koramangala,1120.0,2.0,0.0,2,65.0
Marathahalli,2181.0,3.0,2.0,4,152.0
Vidyaranyapura,1200.0,4.0,0.0,4,90.0
Nagondanahalli,600.0,4.0,3.0,6,65.0
Bannerghatta Road,1556.0,2.0,1.0,3,59.13
Bannerghatta Road,1179.0,2.0,1.0,2,66.02
Thanisandra,1296.0,2.0,2.0,2,83.0
Kaggadasapura,1275.0,2.0,2.0,2,52.0
Kalasipalya,1875.0,2.0,2.0,7,300.0
Kathriguppe,1400.0,2.0,2.0,3,77.0
Gottigere,1222.0,2.0,1.0,2,63.0
Electronic City,940.0,2.0,1.0,2,41.0
Thanisandra,1185.0,2.0,2.0,2,42.6
Tumkur Road,1779.0,3.0,2.0,3,112.0
Begur Road,1615.0,3.0,2.0,3,59.76
Haralur Road,1056.0,2.0,1.0,2,61.0
7th Phase JP Nagar,1100.0,2.0,0.0,2,46.0
Arekere,920.0,2.0,1.0,2,40.0
ITI Layout,1602.0,2.0,0.0,3,75.0
Padmanabhanagar,1176.0,2.0,0.0,2,62.0
HBR Layout,675.0,3.0,1.0,4,59.0
Richmond Town,1352.0,3.0,0.0,3,135.0
Kasavanhalli,1717.0,3.0,3.0,3,99.0
4 Bedroom Farm House in Bagalur,10961.0,4.0,1.0,4,80.0
Bhoganhalli,2119.0,4.0,3.0,4,111.0
Vittasandra,1246.0,2.0,1.0,2,67.3
Anandapura,1141.0,2.0,1.0,2,42.79
Hennur Road,1157.0,2.0,1.0,2,84.0
Chandapura,1025.0,2.0,2.0,2,27.68
Yelahanka New Town,650.0,1.0,2.0,1,33.0
Hebbal,1349.0,2.0,1.0,2,98.0
Narayanapura,1566.0,3.0,1.0,3,83.3
Sahakara Nagar,2830.0,3.0,3.0,4,195.0
Electronic City,1320.0,2.0,1.0,3,38.13
manyata park,1780.0,3.0,1.0,3,84.83
Varthur,1091.0,2.0,1.0,2,34.9
Rachenahalli,3670.0,4.0,3.0,4,300.0
7th Phase JP Nagar,918.0,2.0,1.0,2,50.49
Yeshwanthpur,1950.0,4.0,0.0,4,130.0
Panathur,1695.0,3.0,1.0,3,90.0
Yelahanka,1705.0,3.0,2.0,3,95.0
Kalyan nagar,1375.0,3.0,2.0,3,75.0
Kanakpura Road,525.0,1.0,1.0,1,30.0
Whitefield,1447.0,2.0,1.0,2,83.0
Thanisandra,1114.0,2.0,1.0,2,39.0
7th Phase JP Nagar,1450.0,2.0,1.0,3,100.0
Belathur,460.0,1.0,0.0,2,15.0
Vasanthapura,1022.0,2.0,2.0,2,40.0
Hebbal,1000.0,2.0,2.0,2,45.0
Electronic City,1128.0,2.0,1.0,2,68.75
Kanakpura Road,1180.0,2.0,2.0,2,57.0
TC Palaya,1000.0,6.0,1.0,6,69.0
Nagarbhavi,1200.0,2.0,1.0,2,150.0
Sadashiva Nagar,3761.0,3.0,2.0,3,660.0
Kanakpura Road,1339.0,2.0,3.0,2,75.0
Yelachenahalli,1400.0,2.0,3.0,3,55.0
7th Phase JP Nagar,1040.0,2.0,1.0,2,39.52
Kadugodi,1198.0,2.0,2.0,2,58.0
Sarjapur  Road,1691.0,3.0,2.0,3,113.0
Bisuvanahalli,1075.0,3.0,2.0,3,36.0
1st Block Jayanagar,1630.0,3.0,2.0,3,194.0
8th Phase JP Nagar,1240.0,3.0,2.0,3,43.5
Bannerghatta Road,1122.5,2.0,0.0,2,58.935
Mallasandra,1665.0,3.0,2.0,3,86.58
Brookefield,1142.0,2.0,2.0,2,70.0
Kodbisanhalli,1976.0,3.0,1.0,3,184.0
Kothannur,1853.0,3.0,2.0,3,82.0
Vijayanagar,600.0,4.0,1.0,8,72.0
Kasturi Nagar,1567.0,2.0,2.0,2,92.0
Talaghattapura,1090.0,2.0,1.0,2,27.24
Raja Rajeshwari Nagar,1200.0,4.0,2.0,6,125.0
Indiranagar HAL 2nd Stage,2400.0,4.0,1.0,4,640.0
Electronics City Phase 1,1175.0,2.0,2.0,2,51.47
Subramanyapura,1200.0,2.0,2.0,2,52.0
Kodichikkanahalli,995.0,2.0,1.0,2,41.0
Magadi Road,884.0,2.0,1.0,2,41.1
Vishwanatha Nagenahalli,900.0,3.0,2.0,5,80.0
Yeshwanthpur,1170.0,2.0,2.0,2,57.0
KR Puram,1225.0,2.0,1.0,2,46.55
Electronic City,1342.0,2.0,1.0,2,73.3
Uttarahalli,1345.0,2.0,1.0,2,67.0
Kodigehaali,1320.0,3.0,0.0,3,65.0
Raja Rajeshwari Nagar,1140.0,2.0,1.0,2,49.39
Battarahalli,1300.0,2.0,1.0,2,50.0
Hosa Road,1652.0,3.0,2.0,3,85.0
Thigalarapalya,2072.0,4.0,2.0,3,142.0
Electronic City,1360.0,2.0,1.0,3,71.0
Hosur Road,1145.0,2.0,2.0,3,60.0
Uttarahalli,1540.0,2.0,0.0,3,40.0
Sarjapur  Road,1278.0,2.0,2.0,2,95.0
Electronic City Phase II,630.0,1.0,1.0,1,40.0
Kanakpura Road,1100.0,3.0,2.0,3,58.0
Bendiganahalli,1200.0,3.0,0.0,3,95.0
Hosakerehalli Layout,2500.0,6.0,2.0,7,115.0
Chandapura,582.5,1.0,0.0,1,15.135
Chandapura,1015.0,2.0,2.0,2,25.88
Hosur Road,3300.0,5.0,2.0,5,240.0
Basaveshwara Nagar,4500.0,5.0,1.0,5,415.0
Gunjur,1356.0,2.0,3.0,3,66.0
Hennagara,823.0,2.0,1.0,2,28.0
TC Palaya,1200.0,2.0,0.0,3,66.0
Ramamurthy Nagar,1050.0,2.0,0.0,2,37.0
Ferrar Nagar,1180.0,2.0,1.0,2,69.0
Whitefield,1116.0,2.0,3.0,2,51.91
7th Phase JP Nagar,1070.0,2.0,1.0,2,42.79
Varthur,1385.0,2.0,3.0,2,80.0
Varthur,1000.0,1.0,1.0,1,70.0
Whitefield,1897.0,3.0,2.0,3,130.0
Magadi Road,1005.0,2.0,1.0,2,55.78
Green Glen Layout,1575.0,3.0,2.0,3,125.0
Subramanyapura,975.0,2.0,1.0,2,65.0
Hennur Road,1904.0,3.0,2.0,3,120.0
Kengeri Satellite Town,930.0,1.0,1.0,1,30.0
Kanakpura Road,525.0,1.0,1.0,1,26.0
BAGUR,686.0,1.0,1.0,1,17.0
Electronic City Phase II,2400.0,3.0,1.0,2,150.0
8th block Koramangala,1410.0,1.0,0.0,2,233.0
Sarjapur  Road,2238.0,3.0,1.0,3,140.0
Harlur,1174.0,2.0,1.0,2,69.0
Thubarahalli,3800.0,4.0,3.0,4,239.0
Whitefield,2225.0,2.0,1.0,3,125.0
M.G Road,1250.0,2.0,0.0,2,200.0
Jigani,918.0,2.0,2.0,2,52.0
Mahadevpura,1250.0,2.0,3.0,2,52.0
Marathahalli,1170.0,2.0,3.0,2,53.0
Byatarayanapura,1300.0,1.0,0.0,1,200.0
Bannerghatta Road,793.0,2.0,1.0,2,45.0
Jakkur,1710.0,3.0,2.0,3,107.0
Kambipura,1082.0,2.0,1.0,3,57.5
Naganathapura,1001.0,2.0,2.0,2,33.03
Yelahanka,1590.0,2.0,1.0,3,54.0
Basavanagara,2400.0,2.0,0.0,3,80.0
Horamavu Banaswadi,1554.0,3.0,2.0,3,55.0
Thanisandra,1142.5,2.0,0.0,2,43.415
Bellandur,4239.0,5.0,2.0,5,423.0
Konanakunte,884.0,1.0,0.0,2,58.0
Hosa Road,1045.0,2.0,1.0,2,98.89
Marathahalli,1019.0,2.0,2.0,2,49.86
Ambedkar Nagar,1935.0,4.0,2.0,3,130.0
Uttarahalli,1135.0,2.0,2.0,3,39.73
Lakshminarayana Pura,1680.0,3.0,2.0,3,150.0
Hebbal,2470.0,5.0,2.0,4,247.0
1st Phase JP Nagar,2825.0,4.0,3.0,4,250.0
Hosakerehalli,2480.0,3.0,1.0,3,330.0
Ramamurthy Nagar,1800.0,4.0,3.0,5,187.0
Kasavanhalli,1799.0,3.0,3.0,3,90.0
Attibele,400.0,1.0,1.0,1,11.0
Kundalahalli,1047.0,2.0,1.0,2,82.0
Kaverappa Layout,1282.0,2.0,2.0,2,87.0
NGR Layout,1020.0,2.0,1.0,2,45.9
Kammanahalli,1080.0,3.0,1.0,4,155.0
Whitefield,1495.0,2.0,1.0,2,79.5
Kasavanhalli,3260.0,4.0,1.0,4,240.0
Divya Unnathi Layout,1611.0,2.0,2.0,3,64.44
Koramangala,3500.0,5.0,2.0,4,425.0
Vasantha Vallabha Nagar,1500.0,2.0,2.0,3,95.0
Sahakara Nagar,1500.0,2.0,2.0,3,95.0
Uttarahalli,1540.0,3.0,0.0,3,50.0
Hosa Road,1639.0,3.0,1.0,3,80.0
Raja Rajeshwari Nagar,1303.0,2.0,2.0,2,55.79
Koramangala,1005.0,1.0,1.0,2,110.0
Kammasandra,657.5,1.0,0.0,1,18.41
Chandapura,1305.0,3.0,1.0,3,33.28
Kothannur,600.0,4.0,0.0,3,95.0
sapthagiri Layout,1300.0,1.0,1.0,2,115.0
Brookefield,1440.0,2.0,3.0,3,68.0
Seegehalli,901.0,2.0,1.0,2,35.14
Rajaji Nagar,1725.0,3.0,3.0,3,200.0
Sarjapur,900.0,2.0,1.0,3,42.0
BEML Layout,1060.0,2.0,1.0,2,55.0
NGR Layout,1020.0,2.0,1.0,2,48.45
Varthur,1535.0,3.0,2.0,3,65.99
Alur,530.0,1.0,1.0,1,20.0
Haralur Road,1464.0,3.0,2.0,3,56.0
Devarabisanahalli,1350.0,2.0,3.0,2,80.0
Sarjapur  Road,1115.0,2.0,2.0,2,50.0
Uttarahalli,1175.0,2.0,2.0,2,47.0
Whitefield,1113.0,2.0,1.0,2,62.0
Uttarahalli,1200.0,4.0,2.0,6,225.0
Ramamurthy Nagar,1640.0,4.0,3.0,5,240.0
Giri Nagar,650.0,2.0,0.0,2,42.0
Marathahalli,1325.0,2.0,2.0,2,71.55
Electronics City Phase 1,950.0,2.0,3.0,2,31.0
Jakkur,1396.0,2.0,1.0,3,86.51
Rachenahalli,1050.0,2.0,2.0,2,52.07
Thanisandra,1825.0,3.0,2.0,3,100.0
7th Phase JP Nagar,1190.0,2.0,1.0,2,49.98
Marathahalli,1220.0,2.0,1.0,2,56.5
NRI Layout,1565.0,2.0,2.0,3,75.0
Hennur Road,1891.0,3.0,1.0,3,109.0
Sidedahalli,900.0,2.0,0.0,2,27.0
Hosa Road,1161.0,2.0,1.0,2,55.15
Sarjapur,649.5,1.0,0.0,1,17.535
Dwarka Nagar,2400.0,6.0,3.0,8,125.0
Rajaji Nagar,315.0,4.0,2.0,4,90.0
Yeshwanthpur,665.0,1.0,1.0,1,36.85
Mysore Road,1175.0,2.0,1.0,2,73.5
Hoodi,1425.0,2.0,2.0,2,80.0
Chikkabanavar,1200.0,1.0,0.0,1,20.0
ITPL,1200.0,3.0,1.0,3,56.12
Somasundara Palya,1255.0,2.0,2.0,2,67.0
Hegde Nagar,2112.95,4.0,2.0,3,145.0
Raja Rajeshwari Nagar,600.0,1.0,1.0,1,22.0
Haralur Road,1810.0,3.0,2.0,3,100.0
Indira Nagar,1200.0,2.0,2.0,2,93.0
Harlur,1033.0,2.0,2.0,2,49.0
ITPL,1548.0,3.0,2.0,3,89.5
Horamavu Banaswadi,1611.0,3.0,3.0,3,66.0
Electronic City Phase II,1400.0,2.0,1.0,3,40.43
Vidyaranyapura,1485.0,2.0,2.0,3,67.0
Margondanahalli,2400.0,2.0,1.0,2,82.0
Pattandur Agrahara,1025.0,2.0,1.0,2,44.5
Thurahalli,600.0,3.0,2.0,4,65.0
5th Phase JP Nagar,1256.0,2.0,1.0,2,62.8
Whitefield,2268.0,3.0,2.0,4,163.0
Kanakpura Road,1100.0,3.0,2.0,3,53.0
Vadarpalya,1141.0,2.0,0.0,2,62.0
Attibele,400.0,1.0,1.0,1,12.0
Chandapura,1400.0,2.0,0.0,2,60.0
Weavers Colony,15.0,1.0,0.0,1,30.0
Raghavendra Nagar,1175.0,2.0,2.0,2,48.27
Sahakara Nagar,1100.0,2.0,1.0,2,56.0
Kanakpura Road,1843.0,3.0,2.0,3,95.84
1st Phase JP Nagar,1200.0,7.0,2.0,8,240.0
Horamavu Banaswadi,1460.0,2.0,1.0,2,80.5
Rachenahalli,1530.0,2.0,2.0,3,74.5
HSR Layout,1467.0,2.0,1.0,2,55.0
KR Layout,950.0,1.0,1.0,1,40.0
Vittasandra,1246.0,2.0,1.0,2,64.5
Kanakapura,711.0,1.0,1.0,1,38.0
Haralur Road,1194.0,2.0,2.0,2,46.0
Babusapalaya,1358.0,2.0,1.0,3,43.4
Nagasandra,1500.0,5.0,1.0,6,130.0
Hoodi,1420.0,2.0,2.0,2,75.0
Kathriguppe,1250.0,2.0,1.0,3,68.75
Nagappa Reddy Layout,1209.0,2.0,1.0,2,50.0
Kempapura,4200.0,5.0,2.0,5,225.0
BTM 1st Stage,1215.0,4.0,3.0,4,205.0
Panathur,1315.0,2.0,1.0,3,54.8
Kariyammana Agrahara,1800.0,3.0,3.0,3,90.0
Hessarghatta,1600.0,4.0,0.0,5,125.0
TC Palaya,1600.0,2.0,2.0,3,65.0
Binnamangala,3968.0,5.0,2.0,6,900.0
Suraksha Nagar,1563.0,3.0,2.0,3,52.0
Whitefield,1560.0,2.0,2.0,3,72.0
Rachenahalli,1050.0,2.0,2.0,2,55.5
Iblur Village,3235.0,3.0,1.0,3,235.0
TC Palaya,1200.0,3.0,0.0,3,66.0
HSR Layout,1140.0,2.0,2.0,2,46.0
7th Phase JP Nagar,1500.0,3.0,1.0,3,170.0
Horamavu Agara,1560.0,3.0,2.0,3,75.0
JP Nagar,1100.0,2.0,2.0,2,70.0
Kasavanhalli,1260.0,2.0,3.0,3,40.32
Hebbal,1036.0,2.0,1.0,2,50.0
Akshaya Nagar,1662.0,3.0,3.0,3,85.1
Yelachenahalli,1464.0,2.0,3.0,3,105.0
Yelahanka,1234.0,2.0,2.0,2,80.0
Sarjapur  Road,1403.0,3.0,1.0,3,55.0
Kadugondanahalli,915.0,4.0,1.0,4,54.9
2nd Stage Nagarbhavi,3000.0,8.0,3.0,6,451.0
Seegehalli,1150.0,2.0,2.0,3,42.9
Hebbal,3900.0,4.0,2.0,4,410.0
Yeshwanthpur,850.0,4.0,2.0,5,90.0
Kanakapura,929.0,2.0,1.0,2,46.0
2nd Stage Nagarbhavi,2400.0,8.0,3.0,6,450.0
TC Palaya,1350.0,2.0,1.0,3,75.0
Vasanthapura,1135.0,2.0,1.0,2,39.73
Basava Nagar,1405.0,2.0,2.0,2,70.0
Whitefield,1200.0,2.0,1.0,2,45.84
Haralur Road,2805.0,4.0,3.0,4,154.0
Yeshwanthpur,1161.0,2.0,2.0,2,64.08
Kanakpura Road,1290.0,2.0,3.0,2,74.0
Yeshwanthpur,2557.0,3.0,2.0,3,141.0
2nd Block Hrbr Layout,1480.0,3.0,2.0,3,90.0
Old Madras Road,1350.0,3.0,0.0,3,54.54
Kadugodi,1580.0,2.0,2.0,3,65.0
Banashankari,1470.0,2.0,1.0,3,88.64
Ananth Nagar,500.0,1.0,1.0,1,14.0
Sarjapur  Road,1346.0,2.0,1.0,2,61.92
